,City,Population,Population Change,Poverty Rate,Median Age,Median Household Income,Median Household Income Change,Number Employees,Number Employees Change,Median Property Value,Median Property Value Change,Average Male Salary,Average Female Salary,Gender Salary Ratio M2F,Gini 2018,Gini Change,Patient to Clinician Ratio,Foreign Born Population Ratio,Citizens Percentage,Total Degrees,Degrees Ratio M2F,Degrees per Capita,Households,People Per House,Homeownership,Commute Time
98,"Alexander City, AL",40756.0,-0.493,21.2,43.3,42181.0,7.07,15317.0,1.45,107000.0,1.71,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1535.0,1.35,99.2,350.0,0.6129032258064516,0.008587692609677103,16400.0,2.4851219512195124,71.9,24.5
99,"Aliceville, AL",2466.0,-23.4,34.6,36.3,24097.0,20.9,810.0,-18.6,102800.0,5.44,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2981.0,0.243,99.8,0.0,1.0,,928.0,2.6573275862068964,48.4,21.1
100,"Andalusia, AL",8918.0,-1.37,17.3,41.1,36101.0,6.14,3629.0,7.46,110400.0,12.8,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1991.0,1.18,99.7,514.0,0.9037037037037036,0.0576362413097107,3610.0,2.470360110803324,61.3,15.8
101,"Ashland, AL",2113.0,-5.29,24.6,45.7,27264.0,-12.2,868.0,1.64,133000.0,48.4,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3389.0,2.98,97.0,0.0,1.0,,895.0,2.360893854748604,50.8,24.1
102,"Athens, AL",24735.0,1.12,16.8,40.4,47741.0,3.97,10757.0,-0.509,143800.0,3.16,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2864.0,4.79,97.3,790.0,0.4962121212121212,0.031938548615322415,9260.0,2.6711663066954645,64.8,21.9
103,"Atmore, AL",37621.0,-0.6709999999999999,23.8,39.6,35026.0,8.33,12134.0,1.31,94500.0,0.639,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1535.0,0.789,99.7,276.0,1.15625,0.007336328114616835,13200.0,2.8500757575757576,71.8,22.4
104,"Auburn, AL",61462.0,1.9,29.4,24.1,42600.0,9.48,28299.0,0.8809999999999999,236200.0,4.24,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2013.0,9.97,92.6,6484.0,0.904258443465492,0.10549607887800592,22600.0,2.719557522123894,44.0,19.0
105,"Bay Minette, AL",8990.0,-0.322,25.6,32.7,31310.0,-3.19,3037.0,-1.3,121400.0,1.68,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1376.0,2.28,98.7,608.0,0.413953488372093,0.06763070077864293,2760.0,3.2572463768115942,49.2,21.2
106,"Bessemer, AL",26697.0,-0.5920000000000001,29.7,40.5,31308.0,2.04,9884.0,4.31,84000.0,-1.52,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,943.0,3.61,96.8,0.0,1.0,,10500.0,2.5425714285714287,55.1,21.8
107,"Birmingham, AL",212265.0,-0.0749,28.1,35.7,33770.0,4.22,93129.0,2.08,86900.0,-0.23,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,943.0,3.47,97.4,8456.0,0.5996973136587211,0.03983699620757072,90100.0,2.3558823529411765,46.1,21.1
108,"Brent, AL",4874.0,-0.5710000000000001,14.8,37.5,35284.0,2.95,1365.0,-8.88,99700.0,-3.48,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1882.0,1.42,98.7,0.0,1.0,,1030.0,4.732038834951457,56.8,26.7
109,"Brewton, AL",5279.0,-2.87,26.1,45.8,40342.0,12.9,1952.0,0.41200000000000003,108000.0,10.9,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2519.0,2.2,99.1,276.0,1.15625,0.052282629285849584,2170.0,2.4327188940092164,67.0,21.2
110,"Bridgeport, AL",2330.0,-7.72,30.5,39.1,30852.0,5.94,830.0,-9.98,68000.0,2.72,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1808.0,1.72,98.9,0.0,1.0,,1030.0,2.2621359223300965,62.8,22.1
111,"Centre, AL",3514.0,-1.65,23.5,51.6,29700.0,-6.89,1290.0,-3.23,95500.0,-0.934,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2586.0,0.768,99.2,0.0,1.0,,1600.0,2.19625,62.5,22.2
112,"Centreville, AL",2686.0,-1.25,9.06,42.0,47750.0,9.93,1301.0,0.853,121700.0,-2.09,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1882.0,0.67,99.3,0.0,1.0,,867.0,3.0980392156862746,67.7,27.9
113,"Chatom, AL",1077.0,9.01,23.0,43.2,42109.0,8.28,391.0,0.773,111300.0,-0.625,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,8402.0,5.85,100.0,0.0,1.0,,407.0,2.6461916461916464,62.9,27.8
114,"Childersburg, AL",4991.0,-1.4,30.2,37.9,35100.0,15.5,2024.0,-2.17,103200.0,-2.55,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3110.0,2.04,99.0,0.0,1.0,,2220.0,2.248198198198198,56.4,19.6
115,"Clanton, AL",8701.0,-0.332,19.8,39.3,41935.0,2.69,3251.0,1.72,110700.0,-3.15,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,5493.0,5.57,95.2,0.0,1.0,,3400.0,2.5591176470588235,61.5,33.0
116,"Crossville, AL",2088.0,-3.38,32.1,39.7,30739.0,-1.34,823.0,4.71,104200.0,15.9,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2453.0,4.31,96.5,0.0,1.0,,725.0,2.88,68.1,25.1
117,"Cullman, AL",15111.0,-0.297,16.7,38.8,42885.0,6.87,6231.0,1.53,140700.0,-1.12,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1822.0,5.31,97.2,0.0,1.0,,6000.0,2.5185,57.5,21.4
118,"Demopolis, AL",6999.0,-2.34,28.2,38.6,26908.0,3.72,2442.0,6.92,115500.0,0.348,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2861.0,0.586,99.5,0.0,1.0,,2960.0,2.3645270270270267,58.1,16.4
119,"Enterprise, AL",27776.0,-0.888,15.6,37.3,54304.0,0.16,11872.0,0.67,171900.0,3.24,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1766.0,4.8,97.2,310.0,1.2142857142857142,0.011160714285714286,10700.0,2.5958878504672898,57.5,18.6
120,"Eufaula, AL",12467.0,-1.74,29.3,36.6,33444.0,0.24600000000000002,4679.0,-2.52,120600.0,-4.96,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2408.0,3.02,98.0,0.0,1.0,,4770.0,2.6136268343815514,53.8,19.0
121,"Evergreen, AL",3742.0,-1.08,42.3,34.9,22031.0,24.5,991.0,12.4,89700.0,14.3,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2534.0,1.12,99.3,167.0,0.4273504273504273,0.044628540887226086,1250.0,2.9936,49.8,23.2
122,"Fairhope, AL",19561.0,8.7,8.9,45.0,66074.0,7.05,7992.0,11.7,239000.0,-2.01,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1376.0,5.11,98.3,0.0,1.0,,7140.0,2.7396358543417367,75.7,22.7
123,"Falkville, AL",1372.0,6.52,22.1,50.3,40125.0,8.68,460.0,11.9,85700.0,5.02,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1898.0,0.43700000000000006,99.9,0.0,1.0,,390.0,3.517948717948718,66.9,24.0
124,"Fayette, AL",4421.0,-1.56,24.7,37.8,32074.0,11.2,1528.0,0.32799999999999996,79100.0,4.08,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,986.0,1.76,99.7,0.0,1.0,,1820.0,2.429120879120879,54.0,21.3
125,"Fort Payne, AL",71194.0,0.36200000000000004,21.5,39.0,38842.0,1.55,28416.0,1.56,102900.0,3.31,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1535.0,7.46,93.9,0.0,1.0,,25500.0,2.7919215686274512,71.2,22.7
126,"Frisco City, AL",1400.0,16.1,30.8,38.9,20163.0,13.7,330.0,17.0,66900.0,2.61,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3096.0,1.36,100.0,0.0,1.0,,519.0,2.697495183044316,50.5,27.4
127,"Geneva, AL",4407.0,-1.1,26.3,40.1,36890.0,7.17,1663.0,3.68,98200.0,11.8,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3825.0,2.86,98.2,0.0,1.0,,1790.0,2.462011173184357,67.1,25.4
128,"Greensboro, AL",2452.0,-1.21,37.6,44.9,21571.0,3.77,734.0,6.53,59900.0,-28.9,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,5023.0,0.285,100.0,0.0,1.0,,1060.0,2.3132075471698115,46.6,24.3
129,"Greenville, AL",7766.0,-1.65,24.2,39.9,36518.0,10.8,3168.0,-4.43,111900.0,6.17,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2879.0,2.23,99.0,0.0,1.0,,2700.0,2.8762962962962964,58.3,18.1
130,"Guntersville, AL",8333.0,-0.32299999999999995,18.2,43.3,42308.0,0.0828,3158.0,-5.34,175500.0,4.78,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1722.0,6.38,96.3,0.0,1.0,,3340.0,2.4949101796407187,61.9,20.7
131,"Haleyville, AL",3999.0,-1.43,24.0,38.1,28375.0,9.35,1376.0,-2.96,76700.0,5.5,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2171.0,5.0,95.3,0.0,1.0,,1560.0,2.5634615384615387,48.8,18.9
132,"Hamilton, AL",6718.0,-0.973,16.0,41.4,39533.0,5.73,2582.0,2.46,97700.0,2.41,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,4310.0,0.7290000000000001,99.8,0.0,1.0,,2670.0,2.5161048689138577,63.5,23.5
133,"Hanceville, AL",3297.0,2.3,14.4,52.7,31424.0,-2.96,1002.0,-6.62,90900.0,1.22,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1822.0,2.4,97.9,1454.0,0.8712998712998713,0.4410069760388232,1280.0,2.57578125,57.8,27.3
134,"Headland, AL",4648.0,-0.917,8.77,41.5,48877.0,5.94,1894.0,-5.82,148900.0,6.05,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3444.0,0.581,99.6,0.0,1.0,,1800.0,2.5822222222222218,84.3,25.4
135,"Heflin, AL",3448.0,-1.18,32.7,41.1,22435.0,-1.2,985.0,-2.28,105400.0,5.19,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3754.0,0.667,99.9,0.0,1.0,,1370.0,2.5167883211678834,54.2,27.6
136,"Helena, AL",17928.0,1.69,3.54,37.2,84110.0,-0.917,9486.0,4.37,186900.0,1.03,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1166.0,4.07,97.9,0.0,1.0,,6570.0,2.7287671232876707,94.3,30.0
137,"Jackson, AL",4913.0,-1.78,32.9,42.4,30694.0,-1.29,1570.0,-11.3,111800.0,10.6,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1762.0,0.0204,100.0,8.0,0.14285714285714285,0.001628332994097293,1900.0,2.58578947368421,61.2,16.4
138,"Jasper, AL",13854.0,-2.0,20.2,38.6,39800.0,1.86,5461.0,0.626,138200.0,1.62,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2176.0,1.85,98.7,814.0,1.1088082901554404,0.058755594052259275,5460.0,2.537362637362637,65.5,21.4
139,"Kellyton, AL",215.0,-5.7,25.7,48.4,42500.0,-9.33,76.0,-8.43,103800.0,27.7,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,0.0,3.72,96.3,0.0,1.0,,90.0,2.3888888888888893,75.6,17.3
140,"Livingston, AL",3416.0,-1.98,50.1,23.0,13272.0,-17.4,1005.0,-7.71,150400.0,-7.96,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1872.0,8.23,91.8,1073.0,0.30218446601941745,0.31411007025761123,1210.0,2.8231404958677686,34.9,16.6
141,"Marion, AL",3433.0,-2.11,49.3,22.7,22839.0,-15.7,907.0,-10.4,93300.0,-17.7,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3217.0,1.75,98.9,169.0,0.9882352941176472,0.04922808039615496,774.0,4.435400516795865,73.9,18.1
142,"Midland City, AL",2044.0,0.147,33.3,33.5,23977.0,-8.73,697.0,-11.0,93600.0,-2.19,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,4506.0,2.79,99.8,0.0,1.0,,872.0,2.3440366972477062,37.0,19.4
143,"Moulton, AL",3310.0,-1.69,26.1,46.7,31540.0,4.91,1059.0,-13.2,92600.0,2.89,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,4731.0,0.363,100.0,0.0,1.0,,1440.0,2.2986111111111107,57.3,20.6
144,"Muscle Shoals, AL",13701.0,0.8540000000000001,10.2,41.4,52201.0,0.132,6059.0,-0.41100000000000003,139600.0,3.41,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1599.0,1.04,99.5,892.0,1.0135440180586908,0.06510473688051968,5490.0,2.4956284153005464,74.8,19.5
145,"New Hope, AL",2817.0,0.321,13.3,42.2,50465.0,7.28,1287.0,1.66,120300.0,-1.23,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1093.0,0.745,100.0,0.0,1.0,,1110.0,2.537837837837838,72.0,26.9
146,"Northport, AL",24708.0,0.6679999999999999,12.9,34.5,55969.0,7.05,11957.0,1.17,164100.0,1.05,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1378.0,1.61,98.9,33.0,0.03125,0.0013355998057309373,9470.0,2.6090813093981,66.2,20.0
147,"Opelika, AL",29372.0,1.18,19.7,37.7,44527.0,7.12,13492.0,1.41,151400.0,-1.3,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2013.0,4.65,96.7,0.0,1.0,,11900.0,2.468235294117647,60.0,17.5
148,"Ozark, AL",14546.0,-1.19,24.0,43.5,38715.0,3.18,5294.0,-4.18,106600.0,9.45,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,4506.0,2.67,98.7,0.0,1.0,,5860.0,2.4822525597269625,62.5,21.2
149,"Pinson, AL",7563.0,1.5,6.68,43.0,61290.0,1.76,3778.0,-1.05,131700.0,0.534,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,943.0,3.0,97.3,0.0,1.0,,2940.0,2.5724489795918366,86.0,32.6
150,"Roanoke, AL",5925.0,-1.04,17.8,42.2,37458.0,2.37,2596.0,4.34,79300.0,1.02,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3783.0,1.86,98.2,0.0,1.0,,2420.0,2.4483471074380163,60.2,21.7
151,"Robertsdale, AL",5853.0,1.33,17.5,38.0,41653.0,8.28,2632.0,6.47,125100.0,-4.72,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1376.0,2.58,98.2,0.0,1.0,,2110.0,2.7739336492891,57.9,23.7
152,"Rockford, AL",527.0,-14.7,34.0,53.3,27031.0,26.1,142.0,3.65,125000.0,60.7,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,0.0,0.569,100.0,0.0,1.0,,209.0,2.521531100478469,51.7,31.5
153,"Russellville, AL",9715.0,-0.9079999999999999,31.2,30.6,41149.0,31.6,3917.0,11.8,101800.0,5.6,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2113.0,23.6,78.7,0.0,1.0,,3210.0,3.026479750778816,54.5,22.5
154,"Scottsboro, AL",14584.0,-1.11,20.0,44.4,41374.0,1.6,5841.0,-5.36,130500.0,1.48,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1808.0,3.73,98.4,0.0,1.0,,5990.0,2.4347245409015024,67.8,19.2
155,"Selma, AL",19176.0,-2.41,38.3,37.1,24223.0,4.04,6086.0,2.25,89100.0,-1.44,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1418.0,1.98,98.5,518.0,0.7209302325581395,0.027012932832707552,7870.0,2.436594663278272,44.7,17.3
156,"Sylacauga, AL",12492.0,-1.61,26.9,35.4,35568.0,2.89,4686.0,-4.93,117800.0,0.684,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3110.0,1.46,98.7,0.0,1.0,,4840.0,2.5809917355371903,58.4,21.9
157,"Talladega, AL",15747.0,-0.29100000000000004,25.7,39.4,29755.0,2.34,4841.0,0.875,84500.0,1.2,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3110.0,3.33,97.1,104.0,0.8571428571428571,0.006604432590334667,5810.0,2.7103270223752145,55.5,18.5
158,"Tallassee, AL",4970.0,-12.1,22.6,37.7,45863.0,-0.237,1925.0,-14.4,86900.0,2.6,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3394.0,2.47,98.2,0.0,1.0,,2010.0,2.4726368159203984,54.7,21.6
159,"Thomasville, AL",4026.0,-0.935,8.58,43.8,34910.0,-10.2,1470.0,-7.49,108900.0,-4.05,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1762.0,1.34,100.0,0.0,1.0,,1670.0,2.4107784431137724,49.1,21.3
160,"Thorsby, AL",2008.0,0.0498,21.1,39.4,52500.0,-1.53,800.0,2.17,119300.0,-9.96,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,5493.0,5.08,96.3,0.0,1.0,,758.0,2.6490765171503963,76.3,30.6
161,"Troy, AL",19010.0,0.348,31.5,25.8,30538.0,8.49,8658.0,0.792,147600.0,-2.19,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2065.0,4.7,95.8,3842.0,0.5491935483870968,0.20210415570752235,6930.0,2.7431457431457438,48.0,16.0
162,"Union Springs, AL",3640.0,-4.41,41.2,35.2,23723.0,-10.2,1391.0,-12.7,68800.0,-3.1,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3565.0,4.42,97.3,0.0,1.0,,1430.0,2.5454545454545454,52.8,21.8
163,"Valley Head, AL",651.0,-8.7,39.6,37.2,24318.0,-10.6,209.0,-19.6,101800.0,13.4,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,2453.0,0.768,99.2,0.0,1.0,,238.0,2.735294117647059,70.2,22.1
164,"Vernon, AL",1956.0,-19.3,30.5,39.4,29118.0,13.0,750.0,-13.9,78100.0,2.09,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,0.0,3.83,96.8,0.0,1.0,,894.0,2.1879194630872485,52.7,19.2
165,"Wetumpka, AL",7799.0,1.89,11.7,37.8,41774.0,-4.52,2917.0,0.379,132100.0,-2.37,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,3394.0,0.705,99.5,0.0,1.0,,2740.0,2.846350364963504,49.6,25.5
166,"Winfield, AL",4292.0,-3.51,12.7,39.3,36726.0,0.0954,1646.0,-8.35,120600.0,-6.8,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,4310.0,2.45,97.8,0.0,1.0,,1750.0,2.4525714285714284,66.9,25.6
167,"Barrow, AK",4383.0,1.55,11.2,29.2,82964.0,5.28,1792.0,4.07,181200.0,1.91,68424.0,50667.0,1.350464799573687,0.436,0.0,4844.0,8.42,96.0,0.0,1.0,,1390.0,3.1532374100719425,46.3,6.34
168,"Bethel, AK",6408.0,0.6759999999999999,13.7,29.2,83438.0,7.48,2921.0,1.6,267100.0,4.7,68424.0,50667.0,1.350464799573687,0.436,0.0,997.0,5.62,96.8,0.0,1.0,,1930.0,3.3202072538860103,46.1,9.08
169,"Cantwell, AK",201.0,-1.47,7.46,48.4,58438.0,5.65,100.0,-3.85,160900.0,2.94,68424.0,50667.0,1.350464799573687,0.436,0.0,0.0,0.995,99.0,0.0,1.0,,89.0,2.258426966292135,83.1,15.7
170,"Cordova, AK",3175.0,4.2,4.21,49.2,95227.0,-11.6,2049.0,6.33,319500.0,6.68,68424.0,50667.0,1.350464799573687,0.436,0.0,1337.0,7.06,98.6,0.0,1.0,,1030.0,3.0825242718446604,72.0,9.49
171,"Dillingham, AK",2209.0,-3.79,9.73,31.6,75764.0,6.49,1108.0,1.0,254900.0,-0.235,68424.0,50667.0,1.350464799573687,0.436,0.0,500.0,2.44,99.5,0.0,1.0,,751.0,2.941411451398136,55.9,8.7
172,"Galena, AK",473.0,-9.73,10.4,35.8,74375.0,5.44,226.0,-4.24,117600.0,0.17,68424.0,50667.0,1.350464799573687,0.436,0.0,2766.0,2.96,98.3,0.0,1.0,,171.0,2.7660818713450293,81.3,6.01
173,"Haines, AK",1837.0,-0.0544,3.22,45.8,76506.0,10.4,1114.0,4.6,235300.0,7.0,68424.0,50667.0,1.350464799573687,0.436,0.0,317.0,5.82,96.1,0.0,1.0,,809.0,2.2707045735475897,68.1,5.58
174,"Healy, AK",1098.0,-1.52,7.83,39.3,90750.0,-10.3,558.0,-1.41,256800.0,3.51,68424.0,50667.0,1.350464799573687,0.436,0.0,0.0,8.47,92.8,0.0,1.0,,413.0,2.6585956416464893,76.5,16.4
175,"Homer, AK",5510.0,1.7,8.94,39.3,59185.0,2.98,2640.0,3.41,270400.0,0.446,68424.0,50667.0,1.350464799573687,0.436,0.0,1350.0,2.67,99.2,0.0,1.0,,2180.0,2.527522935779817,61.3,11.8
176,"Juneau, AK",32434.0,-0.27699999999999997,7.35,38.0,90749.0,3.79,17970.0,0.397,343100.0,4.13,68424.0,50667.0,1.350464799573687,0.436,0.0,885.0,8.58,96.1,642.0,0.4048140043763676,0.01979404328790775,12300.0,2.636910569105691,65.5,14.9
177,"Kenai, AK",7634.0,1.1,11.5,37.2,58125.0,-1.03,3391.0,-0.0295,226600.0,8.21,68424.0,50667.0,1.350464799573687,0.436,0.0,1350.0,3.85,98.2,0.0,1.0,,3210.0,2.3781931464174453,57.7,20.4
178,"Ketchikan, AK",8195.0,0.0733,12.4,38.0,56372.0,4.51,4070.0,-0.489,237000.0,1.94,68424.0,50667.0,1.350464799573687,0.436,0.0,1246.0,11.8,94.9,0.0,1.0,,3300.0,2.4833333333333334,51.5,9.81
179,"Kodiak, AK",6168.0,-1.66,10.9,36.3,69868.0,3.4,3463.0,-4.23,233900.0,-0.0427,68424.0,50667.0,1.350464799573687,0.436,0.0,817.0,30.9,82.2,0.0,1.0,,1990.0,3.099497487437186,56.0,9.25
180,"Kotzebue, AK",3276.0,-0.365,16.2,29.3,88047.0,3.25,1476.0,5.58,207000.0,6.21,68424.0,50667.0,1.350464799573687,0.436,0.0,1938.0,2.23,98.3,0.0,1.0,,905.0,3.619889502762431,46.3,5.91
181,"McGrath, AK",319.0,-3.92,16.3,36.5,51875.0,-11.7,135.0,-2.17,80000.0,-9.71,68424.0,50667.0,1.350464799573687,0.436,0.0,2766.0,3.76,99.1,0.0,1.0,,139.0,2.2949640287769784,59.0,6.72
182,"Nenana, AK",368.0,-1.34,16.0,45.6,38750.0,-13.9,154.0,-7.23,83000.0,-11.5,68424.0,50667.0,1.350464799573687,0.436,0.0,2766.0,0.5429999999999999,100.0,0.0,1.0,,141.0,2.6099290780141846,64.5,21.4
183,"Nome, AK",3793.0,0.29100000000000004,11.8,30.6,81389.0,3.67,1838.0,1.32,210100.0,0.191,68424.0,50667.0,1.350464799573687,0.436,0.0,985.0,2.21,99.3,0.0,1.0,,1300.0,2.917692307692308,48.6,7.53
184,"Northway, AK",135.0,-3.57,33.3,27.4,63750.0,17.2,38.0,18.8,80000.0,15.9,68424.0,50667.0,1.350464799573687,0.436,0.0,1140.0,1.48,100.0,0.0,1.0,,25.0,5.4,72.0,7.19
185,"Palmer, AK",6773.0,3.06,12.6,30.7,58389.0,-2.23,2750.0,-1.36,198500.0,2.27,68424.0,50667.0,1.350464799573687,0.436,0.0,2351.0,3.0,98.2,5.0,0.6666666666666666,0.0007382253063635023,2000.0,3.3865,60.7,28.8
186,"Salcha, AK",1080.0,1.12,9.63,35.2,80500.0,3.32,488.0,13.2,212800.0,2.5,68424.0,50667.0,1.350464799573687,0.436,0.0,1230.0,0.37,100.0,0.0,1.0,,360.0,3.0,79.7,27.1
187,"Seward, AK",2748.0,1.25,9.18,37.5,74397.0,6.28,1133.0,-5.82,228900.0,18.9,68424.0,50667.0,1.350464799573687,0.436,0.0,1350.0,8.52,93.4,244.0,4.422222222222223,0.08879184861717612,799.0,3.4392991239048816,49.7,6.95
188,"Sitka, AK",8810.0,-1.24,9.24,38.9,70765.0,0.862,4702.0,-1.34,350900.0,2.72,68424.0,50667.0,1.350464799573687,0.436,0.0,466.0,7.98,96.3,0.0,1.0,,3550.0,2.4816901408450702,56.6,10.0
189,"Talkeetna, AK",946.0,12.1,3.59,38.6,59394.0,-0.106,506.0,11.9,173600.0,14.1,68424.0,50667.0,1.350464799573687,0.436,0.0,2351.0,3.38,97.8,0.0,1.0,,388.0,2.4381443298969074,63.1,15.3
190,"Tok, AK",1197.0,-3.39,21.9,40.3,60441.0,2.41,559.0,3.52,148300.0,-7.14,68424.0,50667.0,1.350464799573687,0.436,0.0,1140.0,2.84,99.2,0.0,1.0,,464.0,2.5797413793103448,70.9,11.0
191,"Unalakleet, AK",685.0,-1.58,13.5,42.0,61250.0,-5.16,302.0,5.23,123400.0,-13.5,68424.0,50667.0,1.350464799573687,0.436,0.0,985.0,15.3,88.6,0.0,1.0,,202.0,3.391089108910891,66.8,5.37
192,"Valdez, AK",3921.0,-0.22899999999999998,5.72,37.2,94003.0,17.0,1929.0,15.2,201600.0,6.67,68424.0,50667.0,1.350464799573687,0.436,0.0,1337.0,4.13,99.9,0.0,1.0,,1160.0,3.3801724137931037,81.4,10.2
193,"Wasilla, AK",9296.0,3.61,14.3,34.4,60259.0,-2.45,3443.0,-0.664,233000.0,0.561,68424.0,50667.0,1.350464799573687,0.436,0.0,2351.0,5.55,97.6,0.0,1.0,,2990.0,3.109030100334448,56.2,28.8
194,"Whittier, AK",446.0,40.3,12.3,33.8,50156.0,4.9,156.0,25.8,56000.0,-15.3,68424.0,50667.0,1.350464799573687,0.436,0.0,1337.0,13.5,90.4,0.0,1.0,,149.0,2.9932885906040267,34.9,10.5
195,"Yakutat, AK",653.0,5.66,6.43,37.9,64583.0,-3.43,348.0,2.05,185000.0,11.6,68424.0,50667.0,1.350464799573687,0.436,0.0,0.0,3.98,98.3,0.0,1.0,,255.0,2.5607843137254904,60.4,6.45
196,"Aguila, AZ",1240.0,6.16,58.5,28.9,27614.0,28.3,717.0,4.06,100000.0,-0.695,60619.0,46169.0,1.312980571379064,0.46799999999999997,0.21413276231263395,1411.0,69.8,40.2,0.0,1.0,,195.0,6.358974358974358,64.6,9.31
197,"Ajo, AZ",3525.0,-4.63,32.8,48.4,33178.0,-10.8,908.0,-17.1,75800.0,-2.32,60619.0,46169.0,1.312980571379064,0.46799999999999997,0.21413276231263395,1220.0,6.72,96.5,0.0,1.0,,1450.0,2.431034482758621,64.0,17.7
198,"Apache Junction, AZ",38452.0,1.79,20.4,52.2,39119.0,2.8,13001.0,3.88,90600.0,1.12,60619.0,46169.0,1.312980571379064,0.46799999999999997,0.21413276231263395,5727.0,8.23,95.4,0.0,1.0,,16600.0,2.3163855421686748,72.8,25.3
199,"Benson, AZ",4916.0,-1.17,25.9,56.3,31844.0,6.11,1449.0,0.625,84400.0,0.9570000000000001,60619.0,46169.0,1.312980571379064,0.46799999999999997,0.21413276231263395,2039.0,1.83,99.8,0.0,1.0,,2370.0,2.0742616033755272,69.3,20.2
